CountyFIPS,Density,ruralUrban
48009,9.5,Rural
48011,2.1,Rural
48013,42.2,Rural
48015,46.6,Rural
48017,8.4,Rural
48019,29.5,Rural
48021,100.8,Rural
48023,4.1,Rural
48025,37.0,Rural
48027,347.0,Rural
48029,1623.1,Urban
48031,17.0,Rural
48033,0.7,Rural
48035,19.2,Rural
48037,105.7,Rural
48039,277.6,Rural
48041,393.0,Rural
48043,1.5,Rural
48045,1.7,Rural
48047,7.5,Rural
48049,40.2,Rural
48051,28.1,Rural
48053,48.9,Rural
48055,80.6,Rural
48057,41.9,Rural
48059,15.6,Rural
48061,475.4,Rural
48063,67.1,Rural
48065,6.4,Rural
48067,32.2,Rural
48069,8.4,Rural
48071,74.2,Rural
48073,50.2,Rural
48075,10.5,Rural
48077,9.6,Rural
48079,3.7,Rural
48081,3.7,Rural
48083,6.5,Rural
48085,1240.7,Urban
48087,3.2,Rural
48089,22.4,Rural
48091,284.0,Rural
48093,14.6,Rural
48095,3.1,Rural
48097,47.4,Rural
48099,72.3,Rural
48101,1.6,Rural
48103,6.1,Rural
48105,1.2,Rural
48107,6.4,Rural
48109,0.6,Rural
48111,4.8,Rural
48113,3024.1,Urban
48115,14.1,Rural
48117,12.4,Rural
48119,20.9,Rural
48121,1020.1,Urban
48123,22.2,Rural
48125,2.5,Rural
48127,7.6,Rural
48129,3.5,Rural
48131,6.2,Rural
48133,19.9,Rural
48135,186.2,Rural
48137,0.9,Rural
48139,199.7,Rural
48141,829.9,Urban
48143,39.7,Rural
48145,22.7,Rural
48147,40.2,Rural
48149,26.8,Rural
48151,4.3,Rural
48153,5.8,Rural
48155,1.6,Rural
48157,948.5,Urban
48159,37.7,Rural
48161,22.5,Rural
48163,17.8,Rural
48165,14.3,Rural
48167,908.6,Urban
48169,7.1,Rural
48171,25.7,Rural
48173,1.6,Rural
48175,9.0,Rural
48177,19.6,Rural
48179,23.5,Rural
48181,147.1,Rural
48183,455.0,Rural
48185,36.9,Rural
48187,236.7,Rural
48189,33.3,Rural
48191,3.4,Rural
48193,10.2,Rural
48195,5.8,Rural
48197,5.7,Rural
48199,64.9,Rural
48201,2766.8,Urban
48203,74.1,Rural
48205,3.8,Rural
48207,6.3,Rural
48209,343.5,Rural
48211,4.2,Rural
48213,95.3,Rural
48215,554.5,Urban
48217,38.5,Rural
48219,25.4,Rural
48221,148.6,Rural
48223,48.6,Rural
48225,18.7,Rural
48227,41.0,Rural
48229,1.1,Rural
48231,118.3,Rural
48233,23.6,Rural
48235,1.5,Rural
48237,9.8,Rural
48239,17.8,Rural
48241,38.0,Rural
48243,1.0,Rural
48245,286.9,Rural
48247,4.6,Rural
48249,46.7,Rural
48251,244.8,Rural
48253,21.7,Rural
48255,20.8,Rural
48257,177.2,Rural
48259,72.6,Rural
48261,0.3,Rural
48263,0.8,Rural
48265,47.9,Rural
48267,3.5,Rural
48269,0.3,Rural
48271,2.7,Rural
48273,34.9,Rural
48275,4.3,Rural
48277,55.1,Rural
48279,12.7,Rural
48281,30.3,Rural
48283,5.1,Rural
48285,20.8,Rural
48287,27.5,Rural
48289,16.3,Rural
48291,77.0,Rural
48293,26.0,Rural
48295,3.4,Rural
48297,11.8,Rural
48299,23.6,Rural
48301,0.3,Rural
48303,348.0,Rural
48305,6.7,Rural
48307,7.5,Rural
48309,248.5,Rural
48311,0.7,Rural
48313,30.7,Rural
48315,25.9,Rural
48317,6.4,Rural
48319,4.6,Rural
48321,33.3,Rural
48323,45.9,Rural
48325,39.1,Rural
48327,2.4,Rural
48329,197.8,Rural
48331,24.5,Rural
48333,6.5,Rural
48335,9.3,Rural
48337,21.4,Rural
48339,588.7,Urban
48341,23.3,Rural
48343,49.4,Rural
48345,1.2,Rural
48347,69.0,Rural
48349,49.9,Rural
48351,14.5,Rural
48353,16.1,Rural
48355,432.3,Rural
48357,10.7,Rural
48359,1.4,Rural
48361,250.0,Rural
48363,30.8,Rural
48365,29.0,Rural
48367,160.1,Rural
48369,10.9,Rural
48371,3.3,Rural
48373,49.0,Rural
48375,129.0,Rural
48377,1.7,Rural
48379,55.2,Rural
48381,152.1,Rural
48383,3.3,Rural
48385,5.0,Rural
48387,11.6,Rural
48389,6.1,Rural
48391,9.0,Rural
48393,0.9,Rural
48395,20.0,Rural
48397,837.5,Urban
48399,9.8,Rural
48401,58.9,Rural
48403,21.6,Rural
48405,15.5,Rural
48407,51.0,Rural
48409,96.2,Rural
48411,5.3,Rural
48413,2.1,Rural
48415,18.4,Rural
48417,3.6,Rural
48419,31.9,Rural
48421,3.3,Rural
48423,253.9,Rural
48425,49.3,Rural
48427,52.9,Rural
48429,10.5,Rural
48431,1.4,Rural
48433,1.5,Rural
48435,2.6,Rural
48437,8.3,Rural
48439,2441.7,Urban
48441,151.1,Rural
48443,0.3,Rural
48445,13.9,Rural
48447,1.6,Rural
48449,81.0,Rural
48451,78.5,Rural
48453,1293.8,Urban
48455,21.2,Rural
48457,23.6,Rural
48459,72.0,Rural
48461,3.0,Rural
48463,17.2,Rural
48465,15.6,Rural
48467,67.6,Rural
48469,104.5,Rural
48471,92.9,Rural
48473,108.4,Rural
48475,14.4,Rural
48477,59.6,Rural
48479,82.3,Rural
48481,38.3,Rural
48483,5.5,Rural
48485,211.1,Rural
48487,13.2,Rural
48489,36.2,Rural
48491,533.8,Urban
48493,64.0,Rural
48495,9.5,Rural
48497,78.2,Rural
48499,71.2,Rural
48501,10.9,Rural
48503,19.8,Rural
48505,14.2,Rural
48507,9.1,Rural
49001,2.6,Rural
49003,9.8,Rural
49005,110.6,Rural
49007,13.9,Rural
49009,1.5,Rural
49011,1194.2,Urban
49013,6.1,Rural
49015,2.2,Rural
49017,1.0,Rural
49019,2.7,Rural
49021,16.9,Rural
49023,3.6,Rural
49025,2.0,Rural
49027,2.0,Rural
49029,20.0,Rural
49031,2.0,Rural
49033,2.4,Rural
49035,1568.2,Urban
49037,2.0,Rural
49039,19.6,Rural
49041,11.4,Rural
49043,22.6,Rural
49045,10.5,Rural
49047,8.0,Rural
49049,319.2,Rural
49051,29.4,Rural
49053,74.0,Rural
49055,1.1,Rural
49057,454.0,Rural
50001,48.1,Rural
50003,52.7,Rural
50005,46.2,Rural
50007,306.3,Rural
50009,9.3,Rural
50011,78.2,Rural
50013,88.9,Rural
50015,55.4,Rural
50017,42.1,Rural
50019,39.1,Rural
50021,62.6,Rural
50023,85.4,Rural
50025,53.7,Rural
50027,56.9,Rural
51001,71.8,Rural
51003,152.3,Rural
51005,33.3,Rural
51007,37.1,Rural
51009,66.7,Rural
51011,47.8,Rural
51013,9125.0,Urban
51015,78.4,Rural
51017,7.9,Rural
51019,104.3,Rural
51021,17.6,Rural
51023,61.9,Rural
51025,28.6,Rural
51027,41.6,Rural
51029,29.7,Rural
51031,108.9,Rural
51033,58.5,Rural
51035,62.9,Rural
51036,38.1,Rural
51037,25.0,Rural
51041,838.0,Urban
51043,83.4,Rural
51045,15.6,Rural
51047,139.3,Rural
51049,33.4,Rural
51051,43.2,Rural
51053,56.7,Rural
51057,42.7,Rural
51059,2929.4,Urban
51061,110.6,Rural
51063,41.5,Rural
51065,95.8,Rural
51067,81.4,Rural
51069,217.5,Rural
51071,47.2,Rural
51073,171.9,Rural
51075,85.2,Rural
51077,35.1,Rural
51079,127.3,Rural
51081,38.6,Rural
51083,41.4,Rural
51085,231.4,Rural
51087,1418.4,Urban
51089,132.3,Rural
51091,5.3,Rural
51093,118.1,Rural
51095,541.0,Urban
51097,22.4,Rural
51099,149.9,Rural
51101,62.9,Rural
51103,80.2,Rural
51105,53.7,Rural
51107,807.0,Urban
51109,76.4,Rural
51111,28.2,Rural
51113,41.5,Rural
51115,103.5,Rural
51117,49.0,Rural
51119,81.5,Rural
51121,255.4,Rural
51125,31.8,Rural
51127,111.4,Rural
51131,55.3,Rural
51133,63.4,Rural
51135,48.5,Rural
51137,109.5,Rural
51139,77.1,Rural
51141,36.5,Rural
51143,62.4,Rural
51145,114.6,Rural
51147,65.3,Rural
51149,144.8,Rural
51153,1399.9,Urban
51155,106.6,Rural
51157,27.6,Rural
51159,47.5,Rural
51161,377.1,Rural
51163,37.9,Rural
51165,96.9,Rural
51167,56.0,Rural
51169,40.2,Rural
51171,86.0,Rural
51173,66.8,Rural
51175,29.4,Rural
51177,341.1,Rural
51179,572.0,Urban
51181,23.0,Rural
51183,22.8,Rural
51185,78.1,Rural
51187,189.0,Rural
51191,96.2,Rural
51193,79.0,Rural
51195,92.6,Rural
51197,62.3,Rural
51199,652.1,Urban
51510,10600.9,Urban
51520,1285.9,Urban
51530,955.9,Urban
51540,4631.2,Urban
51550,721.5,Urban
51570,2328.9,Urban
51580,1007.0,Urban
51590,932.2,Urban
51595,762.4,Urban
51600,3883.8,Urban
51610,7397.5,Urban
51620,966.1,Urban
51630,2784.3,Urban
51640,776.0,Urban
51650,2616.1,Urban
51660,3046.8,Urban
51670,2198.7,Urban
51678,2977.7,Urban
51680,1682.6,Urban
51683,4167.9,Urban
51685,6877.5,Urban
51690,1156.4,Urban
51700,2604.5,Urban
51710,4478.8,Urban
51720,533.8,Urban
51730,1374.5,Urban
51735,805.2,Urban
51740,2798.0,Urban
51750,1875.3,Urban
51760,3855.5,Urban
51770,2337.8,Urban
51775,1765.3,Urban
51790,1259.5,Urban
51800,231.2,Rural
51810,1806.4,Urban
51820,1512.5,Urban
51830,1655.2,Urban
51840,3040.5,Urban
53001,10.4,Rural
53003,35.6,Rural
53005,120.9,Rural
53007,26.6,Rural
53009,44.8,Rural
53011,780.9,Urban
53013,4.6,Rural
53015,97.8,Rural
53017,24.0,Rural
53019,3.5,Rural
53021,77.0,Rural
53023,3.1,Rural
53025,36.6,Rural
53027,39.8,Rural
53029,411.0,Rural
53031,18.0,Rural
53033,1065.0,Urban
53035,690.8,Urban
53037,21.0,Rural
53039,12.1,Rural
53041,33.8,Rural
53043,4.8,Rural
53045,70.2,Rural
53047,8.0,Rural
53049,24.3,Rural
53051,9.9,Rural
53053,544.2,Urban
53055,102.1,Rural
53057,75.1,Rural
53059,7.3,Rural
53061,395.6,Rural
53063,298.4,Rural
53065,18.6,Rural
53067,405.4,Rural
53069,17.2,Rural
53071,48.1,Rural
53073,109.6,Rural
53075,23.3,Rural
53077,58.5,Rural
54001,48.3,Rural
54003,373.4,Rural
54005,42.6,Rural
54007,27.3,Rural
54009,246.5,Rural
54011,326.8,Rural
54013,25.5,Rural
54015,24.9,Rural
54017,26.3,Rural
54019,64.0,Rural
54021,23.2,Rural
54023,24.3,Rural
54025,34.0,Rural
54027,36.3,Rural
54029,349.0,Rural
54031,23.7,Rural
54033,161.8,Rural
54035,61.6,Rural
54037,273.4,Rural
54039,197.1,Rural
54041,41.4,Rural
54043,46.7,Rural
54045,70.3,Rural
54047,32.9,Rural
54049,181.8,Rural
54051,99.8,Rural
54053,61.6,Rural
54055,140.2,Rural
54057,82.0,Rural
54059,55.1,Rural
54061,293.9,Rural
54063,28.1,Rural
54065,78.3,Rural
54067,37.8,Rural
54069,391.1,Rural
54071,10.0,Rural
54073,57.6,Rural
54075,8.8,Rural
54077,51.7,Rural
54079,163.7,Rural
54081,121.1,Rural
54083,27.6,Rural
54085,21.1,Rural
54087,28.3,Rural
54089,35.0,Rural
54091,96.8,Rural
54093,16.3,Rural
54095,33.5,Rural
54097,68.2,Rural
54099,77.8,Rural
54101,14.6,Rural
54103,42.0,Rural
54105,25.1,Rural
54107,228.0,Rural
54109,40.7,Rural
55001,31.4,Rural
55003,14.9,Rural
55005,52.6,Rural
55007,10.2,Rural
55009,500.7,Urban
55011,19.4,Rural
55013,18.8,Rural
55015,157.7,Rural
55017,64.3,Rural
55019,28.8,Rural
55021,75.3,Rural
55023,28.3,Rural
55025,458.1,Rural
55027,100.6,Rural
55029,57.7,Rural
55031,33.1,Rural
55033,53.5,Rural
55035,164.3,Rural
55037,8.8,Rural
55039,144.1,Rural
55041,8.9,Rural
55043,44.9,Rural
55045,63.4,Rural
55047,54.4,Rural
55049,31.1,Rural
55051,7.5,Rural
55053,20.9,Rural
55055,152.5,Rural
55057,34.9,Rural
55059,625.0,Urban
55061,59.7,Rural
55063,261.8,Rural
55065,26.3,Rural
55067,22.1,Rural
55069,31.4,Rural
55071,134.3,Rural
55073,87.9,Rural
55075,28.9,Rural
55077,34.4,Rural
55078,12.8,Rural
55079,3911.5,Urban
55081,51.5,Rural
55083,38.2,Rural
55085,32.1,Rural
55087,295.5,Rural
55089,384.1,Rural
55091,31.5,Rural
55093,74.8,Rural
55095,48.1,Rural
55097,88.4,Rural
55099,10.7,Rural
55101,591.3,Urban
55103,29.4,Rural
55105,228.1,Rural
55107,15.6,Rural
55109,126.1,Rural
55111,77.8,Rural
55113,13.2,Rural
55115,45.9,Rural
55117,226.2,Rural
55119,20.9,Rural
55121,40.5,Rural
55123,39.0,Rural
55125,26.1,Rural
55127,187.9,Rural
55129,19.8,Rural
55131,316.9,Rural
55133,737.7,Urban
55135,68.3,Rural
55137,39.2,Rural
55139,396.7,Rural
55141,92.1,Rural
56001,9.1,Rural
56003,3.8,Rural
56005,9.6,Rural
56007,1.9,Rural
56009,3.2,Rural
56011,2.7,Rural
56013,4.3,Rural
56015,5.9,Rural
56017,2.2,Rural
56019,2.0,Rural
56021,37.2,Rural
56023,4.9,Rural
56025,14.9,Rural
56027,0.9,Rural
56029,4.2,Rural
56031,4.0,Rural
56033,12.1,Rural
56035,2.0,Rural
56037,4.0,Rural
56039,5.9,Rural
56041,9.7,Rural
56043,3.5,Rural
56045,2.9,Rural
