density,total_population,countyfips,cancer,binge,csmoking,lpa,sleep
288.5,178639,17143,6.5,19.4,17.7,26.8,35.1
47.3,20914,17145,6.6,21.7,22.1,30.4,37.1
37.3,16363,17147,6.7,23.2,17.1,23.7,32.5
18.7,15582,17149,6.7,21.3,21.7,29.1,35.1
11.4,4209,17151,6.7,21.5,21.8,29.1,35.6
26.7,5323,17153,6.3,18.6,23.7,34.3,39.5
35.9,5752,17155,6.6,22.8,18.2,25.3,34.1
55.2,31763,17157,6.5,21.9,21.7,30.1,36.9
43.2,15537,17159,6.7,21.5,20.7,27.8,34.9
331.8,141879,17161,6.3,20.3,18.7,27.0,35.5
394.2,259303,17163,6.3,20.9,18.4,30.0,38.3
61.9,23520,17165,6.7,20.6,22.4,30.4,36.1
223.9,194375,17167,6.6,22.3,17.5,26.1,35.2
15.5,6777,17169,6.6,21.8,20.7,28.1,35.2
19.7,4953,17171,6.7,21.7,20.7,27.6,35.4
28.5,21646,17173,6.7,22.3,20.8,27.8,34.9
18.6,5346,17175,6.6,21.5,21.0,28.7,35.4
78.8,44482,17177,6.5,21.4,19.4,28.4,35.5
203.1,131789,17179,6.7,21.9,18.0,24.2,33.3
40.3,16660,17181,6.6,20.8,20.9,29.5,35.1
84.2,75598,17183,6.4,20.1,21.7,31.1,36.4
51.6,11511,17185,6.7,21.9,19.5,27.0,34.6
31.0,16819,17187,6.5,21.0,18.7,28.0,35.0
24.7,13882,17189,6.7,23.1,18.3,24.6,34.2
22.7,16222,17191,6.7,21.5,21.5,28.6,34.7
27.4,13544,17193,6.7,21.3,21.5,28.3,35.4
80.6,55173,17195,6.4,22.2,18.6,27.0,34.0
826.7,691843,17197,5.9,20.1,14.2,26.2,36.5
158.7,66668,17199,6.7,21.2,19.4,28.1,35.0
550.2,282447,17201,6.3,20.5,18.3,30.6,34.7
72.9,38482,17203,6.7,22.9,16.3,22.8,32.1
105.7,35820,18001,6.7,17.7,24.2,35.9,36.4
578.6,380342,18003,6.3,17.1,19.5,28.8,35.9
205.9,83784,18005,6.5,16.2,19.2,28.9,35.4
21.5,8758,18007,6.6,16.4,22.6,32.5,38.4
71.2,11746,18009,6.7,16.7,24.8,34.3,37.7
161.4,68257,18011,6.6,19.0,15.7,24.5,33.2
48.6,15150,18013,6.8,18.1,19.9,28.5,35.7
54.5,20278,18015,6.7,17.0,21.3,31.4,35.3
91.5,37701,18017,6.5,16.0,22.6,35.5,37.2
318.7,118841,18019,6.6,15.6,20.8,33.6,37.7
73.4,26255,18021,6.7,17.3,23.1,32.9,37.1
80.1,32464,18023,6.4,16.1,21.1,34.1,37.3
34.6,10589,18025,6.7,16.8,26.9,36.3,38.9
77.6,33346,18027,6.6,16.3,24.7,35.7,38.0
162.5,49577,18029,6.7,17.6,21.8,28.6,34.4
71.4,26603,18031,6.7,17.1,21.9,30.1,36.7
120.2,43616,18033,6.7,17.8,21.8,31.0,36.1
291.5,114291,18035,6.7,17.8,22.5,31.6,38.3
100.0,42729,18037,6.6,17.4,19.5,29.3,36.1
446.0,206556,18039,6.4,14.1,19.8,32.0,37.8
107.5,23123,18041,6.7,16.5,26.1,35.9,39.2
532.8,78823,18043,6.8,17.4,19.2,28.4,37.2
41.3,16351,18045,6.8,17.0,22.5,32.7,36.9
59.2,22764,18047,6.7,18.2,22.3,29.9,37.3
54.3,20009,18049,6.7,17.3,21.7,31.1,36.6
69.0,33649,18051,6.7,18.2,21.6,30.7,37.5
158.9,65786,18053,6.6,16.1,23.2,33.2,37.9
58.8,31924,18055,6.7,17.4,23.1,33.4,37.4
863.4,340425,18057,6.6,17.2,12.5,20.8,33.1
257.1,78664,18059,6.7,17.6,17.8,27.4,34.0
84.1,40728,18061,6.8,17.9,22.4,30.3,40.0
421.4,171484,18063,6.6,17.9,16.5,25.5,34.8
122.8,48132,18065,6.8,17.7,23.9,32.7,38.4
282.4,82746,18067,6.6,16.3,21.9,33.5,38.2
95.6,36589,18069,6.8,17.2,21.6,31.3,37.6
86.9,44263,18071,6.6,16.5,22.7,35.1,37.0
60.1,33615,18073,6.6,17.9,21.3,30.9,36.5
53.2,20424,18075,6.7,16.6,24.8,34.4,37.4
89.9,32430,18077,6.7,17.9,22.5,32.8,38.5
73.8,27777,18079,6.7,17.0,23.4,33.1,38.8
496.3,159025,18081,6.7,17.9,18.7,28.2,36.1
71.2,36718,18083,6.7,16.3,22.7,33.0,38.3
149.7,79574,18085,6.5,16.4,19.6,30.2,36.0
104.3,39598,18087,6.7,16.4,25.2,36.4,36.9
974.6,486289,18089,5.9,17.5,20.6,33.7,40.1
184.0,110084,18091,6.4,17.2,24.8,33.6,39.0
101.2,45472,18093,6.8,16.8,23.1,33.1,37.5
287.5,129911,18095,6.6,17.0,24.4,34.5,40.3
2431.7,963666,18097,6.0,17.0,18.7,33.9,38.5
104.2,46235,18099,6.5,16.9,21.9,34.2,37.6
30.6,10273,18101,6.7,18.7,23.3,32.2,36.8
94.9,35487,18103,6.6,17.3,23.8,32.9,38.0
376.2,148408,18105,6.5,16.8,18.7,26.6,35.3
76.1,38394,18107,6.7,17.8,22.5,34.2,36.0
174.9,70648,18109,6.7,17.2,21.1,31.8,39.1
34.9,14008,18111,6.6,17.7,22.6,31.9,38.0
116.5,47851,18113,6.5,17.1,21.6,33.0,37.1
68.1,5869,18115,6.7,17.8,22.2,30.3,36.2
49.4,19663,18117,6.7,17.0,25.3,35.7,38.0
54.1,20846,18119,6.7,16.1,24.4,34.6,37.2
38.1,16948,18121,6.7,16.6,24.1,34.9,37.7
50.5,19281,18123,6.6,17.9,23.1,31.9,37.5
37.2,12430,18125,6.7,17.2,23.0,32.7,37.2
409.0,171029,18127,6.5,18.5,18.0,29.6,34.5
62.1,25449,18129,6.8,18.1,20.5,28.8,37.2
28.4,12335,18131,6.6,17.1,23.5,33.3,37.3
78.7,37798,18133,6.6,17.7,21.9,31.8,38.2
54.5,24657,18135,6.7,17.3,23.6,34.7,37.6
63.6,28378,18137,6.7,17.1,22.3,33.0,35.8
40.7,16614,18139,6.7,17.1,24.0,34.4,38.1
594.1,271994,18141,6.4,16.9,19.8,30.0,36.3
125.9,23964,18143,6.7,16.7,25.8,35.1,39.4
109.1,44860,18145,6.6,16.3,22.3,31.8,36.9
51.1,20274,18147,6.7,17.7,22.2,30.8,39.0
74.5,23028,18149,6.6,16.6,24.1,35.2,38.4
112.3,34693,18151,6.7,17.9,22.0,31.2,38.0
46.3,20707,18153,6.7,17.4,24.6,33.7,39.9
48.8,10775,18155,6.7,16.3,26.1,36.2,39.4
391.0,195403,18157,6.4,16.3,17.7,30.0,38.6
58.2,15174,18159,6.7,17.7,20.5,29.9,36.5
43.8,7057,18161,6.7,17.2,22.9,31.5,37.1
778.3,181713,18163,6.7,18.5,21.9,33.3,36.7
60.4,15510,18165,6.7,17.3,23.7,32.9,37.6
265.4,107030,18167,6.7,18.0,23.0,32.7,37.0
75.3,31045,18169,6.7,17.4,23.5,32.8,36.5
22.7,8278,18171,6.7,17.5,20.9,30.2,36.0
164.3,63226,18173,6.7,17.3,18.0,25.8,35.5
54.7,28117,18175,6.7,17.6,24.0,33.1,37.9
164.1,65916,18177,6.6,15.8,24.8,32.7,38.6
77.1,28395,18179,6.7,17.2,21.0,30.0,36.2
47.7,24105,18181,6.6,17.0,21.4,32.9,36.0
101.4,34042,18183,6.7,17.5,20.8,29.1,33.9
12.6,7170,19001,6.6,22.3,19.5,27.8,32.7
8.5,3604,19003,6.6,23.1,20.0,28.0,31.9
21.4,13678,19005,6.4,22.4,18.3,30.3,33.6
25.0,12450,19007,6.6,21.3,21.2,32.0,32.7
12.4,5506,19009,6.6,23.0,19.5,28.7,33.6
35.9,25689,19011,6.5,23.1,17.9,25.7,31.5
232.1,131305,19013,6.4,22.3,19.4,29.4,35.3
46.0,26284,19015,6.6,23.6,19.0,26.5,32.2
57.7,25119,19017,6.6,24.6,16.2,24.6,31.5
37.1,21204,19019,6.6,23.1,18.2,27.2,32.3
34.0,19526,19021,6.0,19.6,16.8,33.1,33.3
24.9,14455,19023,6.6,23.1,18.4,27.0,32.7
17.0,9677,19025,6.6,22.8,19.7,29.4,32.7
35.4,20168,19027,6.6,23.4,18.2,26.8,30.2
22.7,12813,19029,6.6,21.9,21.0,28.1,32.3
32.3,18697,19031,6.6,24.5,17.1,25.4,31.1
74.7,42479,19033,6.6,22.9,17.7,25.2,32.9
19.5,11262,19035,6.5,22.8,17.9,26.2,32.7
23.6,11923,19037,6.6,23.3,19.2,28.0,32.1
21.8,9388,19039,6.2,20.6,18.7,31.2,33.2
28.2,16001,19041,6.6,21.7,18.2,27.0,33.8
22.6,17560,19043,6.6,22.3,20.6,30.0,34.3
66.8,46418,19045,6.6,22.8,20.3,29.5,30.6
23.5,16783,19047,6.1,19.5,18.9,34.6,35.6
160.3,94355,19049,6.3,21.5,12.8,21.7,29.2
17.9,9006,19051,6.6,22.6,21.3,29.7,32.8
14.8,7866,19053,6.5,21.4,20.2,29.8,33.4
29.4,16992,19055,6.6,22.9,19.3,27.5,32.1
93.6,38952,19057,6.5,21.4,20.0,27.5,34.7
45.5,17330,19059,6.6,22.3,16.5,24.7,30.7
160.1,97411,19061,6.5,24.7,16.4,24.7,31.1
23.2,9178,19063,6.5,22.3,18.3,28.8,33.7
26.9,19665,19065,6.5,22.5,19.4,28.8,33.2
31.2,15643,19067,6.5,21.2,20.0,29.1,31.7
17.3,10075,19069,6.4,21.4,17.9,30.2,33.7
13.6,6976,19071,6.6,23.2,19.2,28.0,32.4
15.6,8905,19073,6.5,23.0,19.7,27.8,32.6
24.4,12262,19075,6.6,24.8,16.6,23.9,30.0
18.1,10709,19077,6.6,23.3,18.4,28.4,32.9
25.6,14785,19079,6.6,22.1,17.7,27.4,31.4
18.6,10620,19081,6.5,22.1,17.8,26.6,32.2
29.5,16817,19083,6.5,23.2,19.3,28.2,30.2
20.2,14088,19085,6.5,22.5,18.5,27.7,31.5
46.0,19962,19087,6.5,22.7,19.1,27.9,32.8
19.4,9170,19089,6.6,23.2,19.0,28.1,32.3
22.0,9559,19091,6.6,21.5,18.9,28.3,33.0
15.9,6874,19093,6.6,22.8,19.0,27.5,31.8
27.6,16214,19095,6.5,24.0,18.0,26.4,31.8
30.6,19474,19097,6.6,25.1,19.2,28.8,34.3
51.0,37262,19099,6.5,23.0,18.6,27.6,32.2
42.2,18371,19101,6.5,20.4,17.1,28.4,33.7
246.7,151503,19103,6.3,22.2,14.6,21.0,29.4
36.0,20742,19105,6.5,23.3,19.3,27.6,31.2
17.7,10273,19107,6.6,22.3,20.8,29.0,32.0
15.2,14813,19109,6.5,23.4,18.5,28.6,33.3
65.1,33690,19111,6.5,21.5,20.8,29.8,34.5
317.2,227370,19113,6.5,23.6,15.7,24.3,30.6
27.4,11014,19115,6.2,21.4,18.5,32.3,34.1
20.0,8625,19117,6.6,22.1,20.8,28.4,34.5
20.0,11753,19119,6.6,23.2,18.4,27.9,30.8
29.3,16431,19121,6.5,23.7,17.6,26.6,31.3
38.7,22084,19123,6.6,20.2,19.4,26.9,31.2
60.2,33379,19125,6.5,22.9,16.5,25.2,30.9
68.8,39366,19127,6.4,20.5,17.6,31.4,33.1
34.6,15143,19129,6.5,22.7,18.1,25.8,32.9
22.6,10609,19131,6.6,22.6,18.9,29.3,32.1
12.4,8634,19133,6.6,21.4,20.6,29.6,32.3
17.8,7717,19135,6.6,22.1,20.0,27.6,32.2
23.4,9924,19137,6.5,22.5,20.5,29.9,32.6
97.5,42655,19139,6.3,21.3,17.0,27.6,32.1
24.1,13782,19141,6.5,22.2,19.4,28.8,33.2
14.9,5960,19143,6.4,23.1,18.6,28.9,32.7
28.3,15126,19145,6.5,22.4,19.8,29.3,32.5
15.7,8880,19147,6.6,22.8,17.2,25.0,32.6
29.3,25240,19149,6.5,22.0,16.5,26.6,31.6
11.4,6608,19151,6.5,23.6,20.6,30.3,32.2
857.8,492228,19153,6.3,22.8,17.4,24.6,32.0
98.2,93310,19155,6.5,21.2,20.9,30.9,34.5
31.8,18620,19157,6.6,21.7,18.0,26.1,31.4
9.2,4907,19159,6.6,22.3,19.1,29.5,31.5
16.9,9731,19161,6.5,22.9,18.5,26.5,32.3
378.3,173287,19163,6.3,21.9,18.0,24.9,34.7
19.4,11476,19165,6.6,24.3,18.4,26.8,31.9
45.4,34874,19167,6.4,21.8,15.8,26.5,29.0
170.3,97573,19169,6.5,21.9,14.5,22.3,32.4
23.4,16853,19171,6.4,21.5,18.8,29.8,34.0
11.5,6138,19173,6.4,21.9,20.1,30.7,33.5
28.9,12249,19175,6.6,21.5,20.1,28.3,34.4
14.5,7036,19177,6.5,22.2,21.3,29.5,34.0
81.0,34994,19179,6.4,19.7,19.2,30.0,32.0
90.9,51792,19181,6.6,23.4,16.5,22.5,30.4
38.7,21999,19183,6.4,22.1,18.1,27.2,34.1
12.3,6448,19185,6.5,22.0,22.1,32.0,34.6
50.0,35813,19187,6.5,23.0,20.3,27.8,34.0
25.8,10339,19189,6.5,22.9,18.2,27.8,32.0
29.0,20000,19191,6.5,24.0,16.3,24.5,30.8
118.3,103240,19193,6.4,21.9,18.3,30.4,31.9
18.5,7395,19195,6.5,22.8,18.3,27.7,31.8
21.6,12547,19197,6.4,21.6,18.4,30.2,32.5
24.7,12340,20001,6.7,17.4,20.3,32.8,35.4
13.6,7875,20003,6.7,18.6,21.2,31.2,34.3
37.3,16081,20005,6.5,18.4,20.5,31.0,34.6
3.9,4406,20007,6.6,18.0,20.8,31.6,36.1
28.7,25721,20009,6.4,17.1,18.7,32.1,34.2
22.9,14570,20011,6.7,17.0,20.3,31.3,36.6
16.8,9572,20013,6.6,17.2,19.7,31.1,34.0
46.9,67021,20015,6.5,18.5,16.9,28.3,35.5
3.4,2664,20017,6.5,18.7,18.2,29.7,34.3
5.1,3251,20019,6.6,17.9,22.2,34.2,36.0
33.9,19935,20021,6.7,18.3,21.4,30.6,33.7
2.6,2662,20023,6.5,18.1,18.2,30.3,33.9
2.1,1998,20025,6.5,19.0,16.9,29.7,33.4
12.4,8006,20027,6.5,19.2,17.4,27.1,32.6
12.3,8780,20029,6.6,18.2,19.0,31.4,36.7
13.0,8181,20031,6.6,18.6,18.0,27.4,33.8
2.2,1696,20033,6.5,18.6,17.6,29.6,33.6
31.0,34915,20035,6.4,18.3,19.6,33.7,36.2
65.9,38845,20037,6.6,16.9,19.2,30.7,35.4
3.2,2832,20039,6.6,19.0,18.8,29.2,34.3
21.8,18466,20041,6.5,20.1,18.7,30.6,36.9
19.4,7616,20043,6.6,18.1,20.1,31.0,35.9
269.1,122663,20045,6.5,18.8,15.1,24.7,32.5
4.5,2799,20047,6.2,17.5,17.7,32.8,34.1
3.9,2542,20049,6.6,17.5,21.6,35.6,35.5
31.7,28555,20051,6.5,19.0,16.9,27.2,35.2
8.5,6103,20053,6.4,19.5,18.0,28.4,36.7
27.9,36362,20055,5.6,16.4,17.7,36.4,33.7
30.4,33385,20057,5.7,16.7,17.5,38.3,36.2
44.7,25578,20059,6.7,18.9,18.8,27.6,35.9
80.8,31094,20061,6.1,15.9,18.1,29.3,38.5
2.5,2640,20063,6.6,18.2,18.6,30.2,33.4
2.8,2490,20065,6.5,18.0,18.3,30.5,34.4
12.4,7099,20067,5.7,16.1,16.5,35.8,33.0
6.9,5953,20069,6.4,17.8,17.1,29.9,31.8
1.6,1230,20071,6.2,17.9,15.7,29.1,33.6
5.2,5999,20073,6.6,18.1,20.1,30.9,34.4
2.5,2526,20075,6.0,16.6,17.4,34.4,34.5
6.8,5428,20077,6.6,17.6,20.6,33.3,34.7
63.9,34487,20079,6.4,18.4,16.1,29.0,31.8
6.9,3957,20081,6.0,16.2,18.0,34.6,34.1
2.1,1788,20083,6.5,18.4,16.1,26.6,33.0
20.1,13166,20085,6.6,18.7,19.1,32.8,35.3
35.9,19128,20087,6.4,20.1,18.3,28.2,33.7
3.2,2881,20089,6.6,18.2,19.9,31.5,35.7
1276.3,604162,20091,6.3,19.5,11.9,19.3,29.5
4.4,3822,20093,5.9,16.1,19.2,37.7,34.7
8.3,7189,20095,6.6,19.7,17.0,27.2,33.2
3.4,2478,20097,6.5,17.8,18.1,29.6,32.5
30.3,19583,20099,6.6,18.0,21.5,33.3,36.5
2.1,1541,20101,6.5,18.2,17.8,30.3,34.1
177.0,81920,20103,6.5,18.8,17.4,28.4,34.1
4.1,2963,20105,6.6,18.5,18.5,28.5,33.4
16.4,9727,20107,6.7,18.6,21.2,32.6,35.9
2.6,2801,20109,6.6,18.3,18.9,29.9,34.0
39.2,33227,20111,6.0,16.4,16.9,34.2,35.7
31.9,28614,20113,6.5,17.8,17.2,27.2,33.4
12.6,11916,20115,6.6,18.9,17.8,26.4,33.2
10.8,9723,20117,6.5,19.0,19.1,31.2,34.7
4.1,4025,20119,6.3,17.5,18.0,32.2,33.4
59.7,34386,20121,6.6,18.9,16.6,27.9,31.5
8.5,5981,20123,6.6,18.2,19.0,28.7,33.1
49.4,31784,20125,6.6,17.4,20.6,32.2,35.9
8.1,5625,20127,6.5,19.3,18.6,28.4,34.8
3.5,2555,20129,6.2,17.6,18.2,32.6,34.3
14.3,10266,20131,6.7,17.8,17.8,27.7,31.6
27.9,15964,20133,6.5,17.4,20.2,32.9,36.4
2.6,2754,20135,6.6,17.7,18.1,30.2,33.5
6.1,5363,20137,6.6,19.5,19.2,30.6,34.7
22.7,15990,20139,6.6,19.0,19.7,31.0,34.1
3.8,3418,20141,6.5,18.8,18.5,30.5,33.9
7.9,5722,20143,6.6,19.0,18.4,29.6,33.6
8.5,6390,20145,6.4,19.2,18.5,30.2,35.9
5.9,5242,20147,6.6,18.8,19.0,30.6,33.5
29.1,24491,20149,6.7,19.1,15.9,25.5,31.0
12.4,9132,20151,6.5,19.3,17.4,29.0,32.8
2.4,2540,20153,6.5,18.0,18.0,29.5,33.4
49.4,61963,20155,6.4,16.6,19.2,30.5,33.6
6.5,4645,20157,6.6,18.4,18.0,28.6,33.6
13.2,9555,20159,6.5,18.3,17.4,29.9,34.9
120.8,73637,20161,6.4,17.3,15.8,25.0,32.8
5.5,4908,20163,6.6,18.8,18.9,29.5,33.3
4.3,3055,20165,6.6,18.6,17.8,29.7,33.9
7.7,6861,20167,6.7,18.5,18.7,31.7,33.4
75.3,54203,20169,6.3,17.9,17.4,29.7,32.5
6.7,4818,20171,6.3,17.5,16.9,30.6,32.8
517.9,516642,20173,6.8,15.9,17.1,28.6,34.8
33.0,21130,20175,5.4,14.1,17.1,42.3,37.2
325.3,176967,20177,6.3,16.5,17.0,29.3,34.7
2.8,2527,20179,6.6,19.1,17.3,28.6,34.5
5.6,5916,20181,6.4,18.6,16.2,27.8,34.5
4.0,3588,20183,6.6,18.4,18.8,29.4,34.1
5.3,4163,20185,6.4,17.7,18.1,31.4,34.3
2.9,1983,20187,5.9,16.8,16.8,35.2,33.8
7.5,5468,20189,5.9,16.1,18.7,37.3,35.5
19.3,22826,20191,6.5,17.4,18.3,28.8,33.9
7.2,7756,20193,6.5,18.5,18.5,29.4,34.5
3.2,2809,20195,6.6,19.1,17.6,27.6,32.6
8.7,6942,20197,6.6,20.7,17.2,27.4,33.8
1.7,1520,20199,6.4,18.8,16.1,27.3,32.2
6.0,5393,20201,6.6,18.7,18.7,28.8,33.0
2.9,2112,20203,6.0,17.7,15.1,31.0,33.0
14.9,8512,20205,6.6,18.4,21.0,32.3,35.2
6.3,3147,20207,6.6,17.4,21.3,33.4,36.5
1090.4,165303,20209,5.8,16.3,20.1,39.4,40.9
47.5,19260,21001,6.9,14.0,28.7,39.1,42.8
62.2,21429,21003,6.9,14.9,27.3,36.3,41.3
113.1,22827,21005,6.9,15.8,22.9,31.3,42.8
32.0,7885,21007,6.9,15.5,24.9,32.8,42.6
91.1,44408,21009,6.8,13.9,28.1,37.8,43.3
44.9,12521,21011,6.9,14.6,28.0,37.4,43.9
72.4,25981,21013,6.9,13.0,33.8,44.0,44.3
543.5,133897,21015,6.9,17.8,18.1,26.8,39.9
68.4,19811,21017,6.8,15.0,24.9,35.1,41.7
291.9,46668,21019,7.0,15.0,24.9,34.4,45.7
167.3,30137,21021,6.8,15.1,23.4,32.5,42.2
40.4,8303,21023,6.9,15.5,26.4,36.3,43.3
25.6,12587,21025,7.0,13.0,30.7,41.4,45.7
36.3,20572,21027,6.9,14.8,26.9,37.5,43.3
276.2,82027,21029,6.9,16.2,23.6,31.6,41.0
30.3,12925,21031,6.9,15.2,27.3,34.9,42.1
37.1,12777,21033,6.9,15.6,25.2,33.6,42.0
101.8,39206,21035,6.9,14.5,22.7,32.9,40.4
618.6,93597,21037,6.9,16.7,20.8,27.1,39.2
25.2,4773,21039,6.9,14.9,26.7,36.1,43.1
82.8,10645,21041,6.8,14.4,27.9,38.3,43.3
65.3,26756,21043,7.0,14.6,28.9,40.9,44.7
36.5,16227,21045,7.0,14.0,30.0,40.1,45.5
98.2,70447,21047,6.6,14.2,26.4,33.8,43.5
144.2,36413,21049,6.8,14.9,23.7,32.0,42.2
42.4,19892,21051,6.9,13.5,33.5,44.1,47.1
52.0,10253,21053,6.9,13.9,30.6,41.6,44.1
24.5,8809,21055,6.9,15.3,26.4,36.1,42.8
21.7,6613,21057,6.9,14.4,28.1,37.3,43.5
222.2,101862,21059,6.8,15.3,23.4,32.9,41.5
40.2,12187,21061,6.9,14.6,28.8,37.1,42.7
32.2,7549,21063,6.8,14.2,32.2,41.6,43.9
55.9,14154,21065,6.9,14.3,30.9,39.6,44.0
1141.9,323890,21067,6.7,16.6,17.3,28.1,39.5
41.9,14596,21069,6.9,15.5,27.7,37.2,44.1
90.3,35516,21071,7.0,13.5,31.0,39.4,44.8
246.2,51137,21073,6.8,15.5,21.0,29.3,40.4
29.1,5977,21075,6.6,13.2,30.3,39.9,45.5
88.1,8916,21077,6.8,15.3,26.0,35.1,44.5
77.1,17742,21079,6.9,15.8,25.6,34.1,41.3
97.4,25116,21081,6.8,15.2,26.1,36.5,42.0
67.6,37298,21083,6.8,14.9,26.1,37.2,40.8
53.4,26514,21085,6.9,14.4,28.7,38.4,44.4
38.4,10978,21087,6.9,14.5,28.4,35.6,42.0
101.9,35101,21089,7.0,15.6,23.7,33.0,41.3
46.5,8732,21091,6.9,16.0,24.8,33.2,40.7
178.8,111419,21093,6.7,14.8,23.2,33.0,43.7
55.8,26005,21095,7.1,12.9,32.1,43.0,46.9
61.8,18946,21097,6.9,15.0,26.2,34.4,41.4
46.3,19092,21099,6.9,14.4,28.7,38.7,44.2
103.5,45206,21101,6.7,16.2,25.7,34.4,40.2
56.6,16195,21103,6.8,14.9,25.9,33.5,42.7
18.0,4365,21105,6.8,14.1,27.7,38.7,43.7
82.5,44706,21107,6.9,13.9,25.6,37.1,43.2
38.7,13363,21109,6.9,13.8,30.5,39.1,43.2
2019.3,768182,21111,6.8,18.4,22.2,32.4,39.6
316.1,54401,21113,6.8,15.8,22.5,32.5,41.1
84.7,22187,21115,7.0,13.9,26.4,36.4,43.6
1044.0,167308,21117,6.9,17.2,21.2,28.7,38.9
42.1,14796,21119,7.0,13.7,31.4,40.4,44.1
80.6,31143,21121,6.9,13.2,30.5,41.6,43.4
55.3,14459,21123,6.9,15.9,26.2,35.9,43.3
140.5,60974,21125,7.0,13.9,27.0,37.1,40.6
36.8,15289,21127,7.0,13.9,31.3,38.7,45.4
35.2,7356,21129,6.9,13.3,35.5,46.2,44.4
24.6,9850,21131,7.0,13.4,33.1,41.9,44.9
63.6,21497,21133,7.0,13.2,31.7,41.2,47.1
27.5,13270,21135,6.9,14.0,32.0,39.3,43.2
73.6,24593,21137,6.9,14.4,28.3,37.7,42.4
29.4,9210,21139,6.9,14.9,26.7,33.9,40.7
49.2,27161,21141,6.7,14.1,27.0,34.1,42.6
38.3,8180,21143,6.7,16.2,24.4,33.8,41.5
263.5,65549,21145,6.7,15.6,22.5,32.3,41.5
40.5,17287,21147,6.8,14.2,32.9,44.1,49.1
36.5,9216,21149,6.9,15.6,24.9,33.4,41.1
213.6,93427,21151,6.9,15.4,22.4,32.3,42.3
39.4,12144,21153,6.9,13.5,31.6,41.0,44.2
56.4,19342,21155,6.8,15.7,28.1,38.0,43.3
103.5,31193,21157,7.0,15.6,23.1,31.4,40.7
48.6,11150,21159,6.8,14.9,27.9,38.6,45.9
71.2,17094,21161,6.8,15.2,24.5,33.1,38.8
94.1,28744,21163,6.9,15.6,23.1,32.0,40.9
32.0,6515,21165,6.9,14.4,28.9,36.9,43.4
88.7,22066,21167,6.9,16.1,24.3,33.1,42.4
34.8,10080,21169,6.9,14.4,30.6,39.2,43.3
32.4,10684,21171,6.9,14.8,28.5,38.5,43.6
143.3,28279,21173,6.9,14.0,26.0,34.4,43.5
35.1,13368,21175,6.9,14.6,30.1,39.2,43.4
65.5,30607,21177,6.8,15.4,26.9,38.7,40.8
111.1,46384,21179,6.9,17.2,22.5,32.0,41.0
37.4,7296,21181,6.9,14.0,30.7,40.8,43.6
40.9,24040,21183,6.9,15.3,26.0,34.3,43.1
357.0,66836,21185,6.9,17.4,17.0,25.3,38.6
31.2,10938,21187,6.8,14.8,27.6,37.2,43.8
22.4,4419,21189,6.9,14.0,30.6,40.0,44.4
52.6,14585,21191,6.9,15.8,25.1,32.8,41.8
75.5,25655,21193,7.0,13.2,29.4,38.6,42.2
73.4,57756,21195,7.0,13.8,28.7,37.0,47.6
69.4,12430,21197,6.9,14.6,27.3,36.9,42.2
99.1,65247,21199,7.0,13.6,27.0,36.7,42.2
21.2,2114,21201,6.9,14.8,26.7,35.8,41.7
52.7,16696,21203,6.9,14.0,28.8,36.2,43.1
87.5,24470,21205,7.0,14.4,27.3,36.2,42.6
70.9,17993,21207,6.9,14.1,26.6,37.8,43.0
204.0,57473,21209,6.9,16.9,20.2,29.4,38.9
130.3,49463,21211,6.7,15.2,20.8,32.3,42.3
79.9,18716,21213,6.8,14.6,24.6,34.3,43.0
103.9,19404,21215,6.8,16.6,22.1,30.0,40.4
97.0,25824,21217,6.8,15.0,25.8,36.7,43.5
32.9,12303,21219,6.8,14.7,26.7,36.7,44.5
33.3,14711,21221,6.8,15.3,23.6,32.5,42.5
56.0,8492,21223,6.8,15.1,25.9,35.7,42.3
42.0,14384,21225,6.9,14.5,26.6,37.1,43.9
247.1,133825,21227,6.6,14.1,21.8,31.2,39.7
41.0,12179,21229,6.9,15.2,24.4,33.8,41.6
44.4,20334,21231,6.9,13.4,29.1,39.9,44.5
39.0,12954,21233,6.9,14.7,28.3,40.1,45.4
83.2,36409,21235,7.0,13.7,28.1,37.1,42.7
32.2,7155,21237,6.9,13.8,34.0,43.1,45.7
142.4,26877,21239,6.7,15.6,19.7,28.4,40.7
94.6,61989,22001,6.6,20.1,24.7,37.7,38.4
33.7,25676,22003,6.4,21.4,24.3,34.0,39.5
438.3,127103,22005,6.4,21.1,19.1,29.7,36.9
64.4,21818,22007,6.4,18.5,25.8,38.9,39.4
48.2,40123,22009,6.4,18.7,26.9,37.0,42.4
32.5,37596,22011,6.6,20.3,22.6,31.7,38.8
16.3,13206,22013,6.3,17.3,26.9,39.4,43.0
151.6,127361,22015,6.5,18.9,21.6,29.1,38.6
272.7,239555,22017,6.3,16.9,22.7,34.9,41.3
191.6,203807,22019,6.4,20.0,22.3,30.9,41.9
18.7,9922,22021,6.5,19.1,26.9,36.7,39.1
5.4,6937,22023,6.7,20.8,23.3,31.9,36.5
13.4,9463,22025,6.4,19.5,26.4,36.7,40.4
20.8,15679,22027,6.1,17.4,28.5,41.9,42.7
27.5,19192,22029,6.4,17.7,26.9,38.3,42.0
31.5,27557,22031,6.3,18.4,24.8,35.9,39.3
964.4,439143,22033,6.1,21.3,19.0,29.9,39.8
16.3,6839,22035,5.9,15.4,32.7,47.8,46.3
