density,total_population,countyfips,cancer,binge,csmoking,lpa,sleep
7.5,7088,48047,4.9,14.6,19.0,44.2,37.9
40.2,38006,48049,6.2,18.8,18.2,30.3,36.0
28.1,18543,48051,6.1,18.8,19.0,30.8,37.1
48.9,48600,48053,6.3,19.6,16.5,28.5,34.8
80.6,43937,48055,5.5,17.0,18.0,36.1,37.2
41.9,21234,48057,5.6,17.0,17.7,35.9,37.0
15.6,13986,48059,6.5,19.5,19.1,28.0,36.3
475.4,423584,48061,5.0,18.8,16.2,37.8,39.1
67.1,13143,48063,6.1,17.6,18.5,31.9,38.1
6.4,5931,48065,6.5,20.6,17.0,25.5,34.1
32.2,30125,48067,6.5,17.9,22.8,32.1,38.4
8.4,7517,48069,5.3,17.2,16.4,35.3,36.9
74.2,44310,48071,6.3,19.2,16.8,28.7,36.6
50.2,52835,48073,6.2,17.4,20.7,35.1,38.6
10.5,7283,48075,6.0,19.0,19.4,33.4,37.8
9.6,10498,48077,6.6,20.5,19.4,27.1,36.1
3.7,2837,48079,5.4,15.9,20.6,41.0,38.5
3.7,3412,48081,6.2,18.8,18.9,30.7,35.8
6.5,8179,48083,6.2,18.9,19.4,30.4,37.3
1240.7,1043748,48085,6.0,17.6,12.4,22.5,35.0
3.2,2922,48087,6.1,17.4,19.5,33.9,36.9
22.4,21499,48089,6.0,19.0,17.9,31.7,36.9
284.0,158871,48091,6.1,18.4,14.2,25.6,33.2
14.6,13682,48093,6.1,18.9,17.2,30.0,36.1
3.1,3004,48095,5.8,18.1,19.3,34.7,37.3
47.4,41487,48097,6.4,19.3,18.2,28.6,35.9
72.3,76090,48099,6.2,18.1,19.2,30.9,39.7
1.6,1403,48101,6.1,16.5,22.4,37.0,38.9
6.1,4809,48103,5.4,18.0,15.4,34.0,36.1
1.2,3468,48105,5.2,17.7,15.5,34.1,35.9
6.4,5746,48107,5.5,16.2,18.9,38.6,37.6
0.6,2162,48109,5.1,15.0,20.4,44.1,39.2
4.8,7197,48111,5.7,18.2,17.7,33.4,36.7
3024.1,2634796,48113,5.6,17.4,15.2,32.0,36.9
14.1,12720,48115,5.4,16.3,20.3,40.0,38.7
12.4,18503,48117,5.3,16.7,17.0,37.3,36.4
20.9,5361,48119,6.5,19.3,19.8,28.6,37.3
1020.1,896053,48121,6.0,19.1,13.1,24.1,33.5
22.2,20212,48123,5.8,17.8,19.1,34.7,37.6
2.5,2228,48125,6.0,18.3,19.4,34.1,37.3
7.6,10128,48127,4.9,14.4,19.7,44.6,38.0
3.5,3272,48129,6.5,19.1,19.8,29.9,36.8
6.2,11169,48131,4.9,15.8,17.4,40.3,37.9
19.9,18418,48133,6.4,18.6,20.8,32.4,36.9
186.2,167194,48135,5.4,17.8,16.1,34.5,36.6
0.9,1946,48137,5.4,16.8,17.9,36.9,36.5
199.7,186805,48139,6.1,18.7,16.4,28.0,35.0
829.9,840417,48141,4.9,15.3,13.6,29.8,36.9
39.7,43006,48143,6.3,18.6,17.7,29.2,36.0
22.7,17351,48145,6.0,16.4,22.1,37.3,39.5
40.2,35799,48147,6.4,19.7,20.2,29.2,36.8
26.8,25471,48149,6.2,18.5,17.9,30.4,36.2
4.3,3831,48151,6.0,18.6,18.0,31.3,36.1
5.8,5712,48153,5.5,16.9,16.8,35.5,37.4
1.6,1157,48155,6.3,18.4,19.5,31.3,36.8
948.5,817103,48157,5.6,15.5,11.7,25.6,35.4
37.7,10734,48159,6.4,19.9,16.5,25.8,35.5
22.5,19763,48161,6.3,18.3,20.8,32.6,38.5
17.8,20144,48163,5.0,16.8,18.5,40.2,38.0
14.3,21555,48165,5.6,17.5,19.7,35.9,37.2
908.6,343773,48167,6.1,20.9,17.1,30.1,39.1
7.1,6304,48169,5.6,18.7,19.6,37.5,37.0
25.7,27214,48171,6.2,19.5,15.4,26.9,34.2
1.6,1407,48173,5.8,17.8,17.9,33.2,35.5
9.0,7685,48175,5.9,18.1,16.8,31.1,36.6
19.6,20902,48177,5.6,17.3,18.4,36.5,37.5
23.5,21802,48179,6.1,18.0,20.2,34.3,37.6
147.1,137247,48181,6.4,19.4,19.0,28.3,36.0
455.0,124356,48183,6.3,17.3,19.5,31.9,39.3
36.9,29086,48185,6.0,18.6,21.1,33.5,37.7
236.7,168350,48187,5.8,18.4,14.6,28.1,36.6
33.3,33419,48189,5.4,17.2,17.1,34.9,36.4
3.4,2963,48191,5.9,16.1,20.7,38.1,39.2
10.2,8508,48193,6.5,18.9,20.5,30.9,36.6
5.8,5365,48195,5.8,16.6,19.8,37.3,37.1
5.7,3931,48197,6.2,18.1,20.4,33.1,37.5
64.9,57817,48199,6.6,19.6,20.6,30.3,37.2
2766.8,4713171,48201,5.3,17.6,15.4,27.7,37.8
74.1,66694,48203,6.3,17.5,20.7,31.1,37.8
3.8,5552,48205,6.0,21.1,16.7,28.6,35.7
6.3,5685,48207,6.0,17.3,23.1,38.1,37.2
343.5,232894,48209,5.8,20.5,13.1,25.9,35.9
4.2,3790,48211,6.1,19.4,16.2,29.4,35.9
95.3,83294,48213,6.4,17.9,21.8,32.7,37.7
554.5,871085,48215,4.9,14.2,15.6,36.6,35.4
38.5,36944,48217,6.2,18.8,19.1,30.9,36.3
25.4,23041,48219,5.7,17.3,17.9,34.8,36.5
148.6,62512,48221,6.5,20.1,17.3,26.0,34.3
48.6,37263,48223,6.4,18.4,19.7,31.9,37.1
18.7,23045,48225,6.2,17.0,23.8,36.4,39.2
41.0,36898,48227,5.7,18.6,18.7,35.2,38.2
1.1,4924,48229,5.0,15.2,20.8,44.3,38.9
118.3,99424,48231,6.4,18.8,19.9,30.4,37.6
23.6,20908,48233,6.2,19.0,19.4,31.3,37.1
1.5,1540,48235,6.0,19.9,17.2,29.1,35.5
9.8,8969,48237,6.3,19.6,22.2,33.4,37.1
17.8,14764,48239,6.0,18.9,17.6,31.3,36.1
38.0,35651,48241,6.4,17.2,23.2,32.6,38.3
1.0,2286,48243,5.8,18.2,15.7,30.1,34.4
286.9,251379,48245,5.7,17.5,19.0,33.8,42.0
4.6,5205,48247,4.8,15.5,18.0,42.4,37.2
46.7,40429,48249,5.0,16.4,17.0,38.3,37.4
244.8,177419,48251,6.3,20.0,18.6,29.9,35.5
21.7,20144,48253,5.9,19.4,20.3,33.6,38.2
20.8,15560,48255,5.4,18.0,17.5,35.3,37.4
177.2,138350,48257,6.2,18.7,17.6,29.3,36.2
72.6,48115,48259,6.2,20.0,13.5,23.9,33.4
0.3,398,48261,5.1,14.5,25.2,49.5,38.2
0.8,765,48263,6.2,20.3,17.0,27.5,34.9
47.9,52872,48265,6.1,17.9,16.4,28.9,36.1
3.5,4347,48267,6.1,17.4,19.1,33.0,36.4
0.3,270,48269,6.3,18.5,20.4,32.0,34.9
2.7,3682,48271,5.4,16.7,18.5,39.1,38.0
34.9,30790,48273,5.1,16.1,15.6,35.8,37.1
4.3,3664,48275,5.9,17.3,19.1,34.7,36.6
55.1,49972,48277,6.5,18.1,22.1,30.8,38.3
12.7,12890,48279,5.5,16.3,19.0,38.0,38.0
30.3,21604,48281,6.3,19.4,17.9,28.9,36.0
5.1,7522,48283,4.9,17.6,16.7,38.7,36.5
20.8,20209,48285,6.3,19.7,19.0,30.4,36.0
27.5,17289,48287,6.2,18.5,18.8,31.3,37.9
16.3,17467,48289,6.4,18.0,21.8,33.4,37.4
77.0,89195,48291,6.2,17.9,21.6,36.5,38.9
26.0,23516,48293,6.2,17.5,21.4,34.8,38.8
3.4,3215,48295,6.1,19.1,17.3,30.7,36.2
11.8,12226,48297,5.7,18.1,19.8,36.3,37.3
23.6,22001,48299,6.6,19.7,18.5,28.3,35.4
0.3,175,48301,5.1,20.7,19.8,28.2,36.5
348.0,311645,48303,5.9,17.1,15.8,32.7,34.9
6.7,5978,48305,5.6,16.8,19.2,37.1,36.9
7.5,7999,48307,6.0,17.9,19.0,33.4,37.1
248.5,257693,48309,6.1,17.8,18.5,32.5,36.3
0.7,743,48311,5.6,19.3,13.6,28.0,35.5
30.7,14328,48313,6.1,19.4,19.8,32.3,38.9
25.9,9867,48315,6.4,18.0,22.9,32.7,39.6
6.4,5835,48317,5.7,18.2,16.7,32.5,35.7
4.6,4304,48319,6.2,19.3,16.3,28.5,35.3
33.3,36607,48321,5.7,17.5,17.9,35.5,38.5
45.9,58732,48323,4.8,14.8,18.2,42.3,38.0
39.1,51848,48325,5.5,18.7,15.7,32.0,35.5
2.4,2154,48327,5.8,17.5,17.6,33.9,35.7
197.8,178043,48329,5.7,18.0,14.1,28.6,34.9
24.5,24933,48331,6.1,18.1,19.8,34.0,38.2
6.5,4898,48333,6.3,18.8,19.4,31.1,36.0
9.3,8476,48335,5.7,19.2,18.9,34.7,37.7
21.4,19934,48337,6.5,19.3,20.9,30.8,36.5
588.7,613316,48339,6.0,17.7,14.8,27.7,34.7
23.3,20973,48341,5.5,17.3,17.3,35.1,37.7
49.4,12438,48343,6.3,17.7,21.3,32.3,38.6
1.2,1203,48345,6.3,19.4,18.2,29.1,36.1
69.0,65356,48347,6.2,17.4,20.1,32.6,39.4
49.9,50352,48349,6.1,17.2,20.3,34.2,38.2
14.5,13577,48351,6.4,18.5,25.3,34.7,39.8
16.1,14671,48353,5.8,17.6,18.6,34.3,36.8
432.3,362464,48355,5.4,20.2,16.0,31.9,35.2
10.7,9806,48357,5.7,16.9,18.4,36.1,36.1
1.4,2120,48359,6.3,19.6,17.9,28.5,35.5
250.0,83406,48361,6.5,18.8,21.4,30.4,38.5
30.8,29306,48363,6.3,18.1,20.4,32.5,36.6
29.0,23217,48365,6.4,18.9,21.4,31.3,37.6
160.1,144637,48367,6.5,20.6,17.5,25.9,34.7
10.9,9610,48369,5.4,16.9,17.2,36.6,37.1
3.3,15827,48371,5.1,17.9,17.1,36.4,36.9
49.0,51850,48373,6.3,18.0,22.6,35.3,38.3
129.0,117197,48375,5.8,16.9,20.2,37.8,36.6
1.7,6653,48377,4.9,13.8,21.2,46.5,38.3
55.2,12665,48379,6.5,19.6,20.8,29.8,37.0
152.1,138607,48381,6.3,19.5,14.8,25.7,33.3
3.3,3838,48383,5.2,17.9,15.3,34.6,36.7
5.0,3470,48385,6.1,16.8,20.7,36.0,37.5
11.6,12053,48387,6.4,18.2,23.3,32.9,39.0
6.1,16112,48389,4.9,18.2,17.1,36.9,37.4
9.0,6925,48391,5.5,17.5,17.2,34.6,37.3
0.9,847,48393,6.5,20.1,17.5,26.7,35.1
20.0,17123,48395,6.1,17.9,19.1,32.3,38.1
837.5,106387,48397,6.3,19.9,13.5,22.7,33.0
9.8,10303,48399,5.9,18.1,18.4,33.5,36.3
58.9,54440,48401,6.2,18.9,20.3,31.1,38.4
21.6,10602,48403,6.6,18.3,22.8,31.8,37.7
15.5,8241,48405,6.4,17.6,23.3,35.2,39.7
51.0,29047,48407,6.3,18.0,21.7,32.7,38.8
96.2,66732,48409,5.4,17.7,16.6,36.8,36.6
5.3,6072,48411,6.0,18.5,19.9,34.3,37.4
2.1,2769,48413,5.5,18.0,15.1,31.5,35.3
18.4,16670,48415,5.8,18.1,18.8,33.8,37.0
3.6,3264,48417,6.5,19.7,18.3,27.3,35.4
31.9,25351,48419,6.2,16.7,22.3,35.9,39.1
3.3,3013,48421,5.8,18.6,17.0,32.0,35.5
253.9,233917,48423,6.2,17.8,17.4,28.0,37.0
49.3,9190,48425,6.3,18.5,18.7,30.0,36.3
52.9,64703,48427,4.8,13.6,20.8,47.7,37.4
10.5,9405,48429,6.2,18.6,20.1,33.3,38.4
1.4,1296,48431,5.7,18.7,17.6,33.0,36.2
1.5,1352,48433,6.3,18.6,19.8,31.5,36.4
2.6,3759,48435,5.3,18.1,15.4,33.6,35.2
8.3,7418,48437,5.7,16.8,20.3,38.1,38.1
2441.7,2108659,48439,6.0,16.9,14.8,28.8,33.0
151.1,138325,48441,6.1,17.7,16.7,28.9,38.1
0.3,776,48443,5.4,17.5,15.8,33.3,37.0
13.9,12315,48445,5.5,16.5,19.9,39.7,38.4
1.6,1503,48447,6.4,18.9,19.1,29.9,35.7
81.0,32872,48449,5.8,16.7,18.9,35.7,37.4
78.5,119536,48451,5.8,18.1,16.3,30.9,35.9
1293.8,1281160,48453,5.9,19.5,12.0,21.5,31.9
21.2,14709,48455,6.6,18.7,23.1,33.1,38.2
23.6,21790,48457,6.4,19.3,22.2,33.0,38.4
72.0,41979,48459,6.5,19.2,20.9,30.3,37.0
3.0,3662,48461,5.5,17.6,17.3,35.1,37.2
17.2,26722,48463,5.2,16.2,16.5,37.2,37.2
15.6,49032,48465,5.0,16.4,17.0,39.3,37.7
67.6,56946,48467,6.5,19.7,20.7,30.4,36.1
104.5,92153,48469,5.6,18.1,17.7,32.3,36.3
92.9,72886,48471,6.1,20.4,19.5,32.5,40.4
108.4,55642,48473,5.9,17.6,18.3,32.5,38.1
14.4,12063,48475,5.4,17.7,17.3,35.2,36.7
59.6,35975,48477,6.3,18.4,17.8,29.9,37.2
82.3,276781,48479,4.8,15.5,16.8,38.9,38.4
38.3,41620,48481,5.7,16.3,18.0,35.4,37.7
5.5,5036,48483,6.2,18.4,19.8,32.6,36.8
211.1,132532,48485,6.2,19.1,19.0,30.1,38.5
13.2,12800,48487,6.0,16.7,20.9,36.8,38.8
36.2,21361,48489,4.9,15.6,19.7,45.3,38.9
533.8,596980,48491,6.2,17.5,11.8,24.0,33.9
64.0,51470,48493,5.7,19.3,15.1,29.4,35.9
9.5,8007,48495,5.4,17.7,17.7,36.0,37.1
78.2,70753,48497,6.3,19.0,18.3,30.3,35.6
71.2,45916,48499,6.5,19.4,20.1,30.0,37.0
10.9,8689,48501,5.4,17.4,17.5,36.0,36.0
19.8,18069,48503,6.4,18.8,19.3,30.8,36.8
14.2,14136,48505,4.9,14.7,18.9,44.2,38.9
9.1,11813,48507,4.8,14.1,19.9,46.3,39.1
2.6,6725,49001,6.3,10.6,11.6,23.1,33.6
9.8,56345,49003,6.3,10.4,10.9,21.9,36.6
110.6,128849,49005,6.4,8.8,9.7,19.2,33.3
13.9,20560,49007,6.4,11.6,12.8,25.6,36.3
1.5,1030,49009,6.3,12.1,11.3,20.1,33.3
1194.2,356803,49011,6.0,10.6,8.0,19.6,31.6
6.1,19882,49013,6.4,11.0,13.7,26.1,33.7
2.2,10017,49015,6.5,10.4,12.3,21.7,33.4
1.0,5087,49017,6.4,10.5,11.8,22.8,34.1
2.7,9803,49019,6.4,11.9,11.1,20.8,33.4
16.9,55582,49021,6.4,9.7,11.1,20.4,33.8
3.6,12092,49023,6.4,10.7,12.7,23.3,34.3
2.0,7964,49025,6.5,11.0,11.1,20.9,33.5
2.0,13240,49027,6.3,10.7,12.3,24.6,33.7
20.0,12208,49029,6.7,11.6,8.9,18.0,29.8
2.0,1490,49031,6.4,10.3,12.7,25.1,34.4
2.4,2497,49033,6.4,10.9,11.4,22.3,33.7
1568.2,1164021,49035,5.8,13.0,9.3,20.5,32.4
2.0,15416,49037,6.6,8.7,16.8,24.5,39.6
19.6,31151,49039,6.3,10.7,13.1,24.5,34.1
11.4,21688,49041,6.5,10.3,12.9,23.2,34.2
22.6,42247,49043,6.2,13.9,7.3,15.6,25.6
10.5,72942,49045,6.4,10.8,10.6,23.1,36.9
8.0,35688,49047,6.3,10.9,13.8,25.2,36.4
319.2,639599,49049,6.0,6.8,6.5,18.5,30.9
29.4,34547,49051,6.3,10.3,8.1,18.2,30.9
74.0,179541,49053,6.2,10.0,9.4,19.2,32.8
1.1,2711,49055,6.4,10.9,11.4,21.9,32.6
454.0,261558,49057,6.2,11.1,10.4,23.7,31.8
48.1,36876,50001,6.6,20.4,15.1,18.3,30.0
52.7,35555,50003,6.7,20.6,17.7,20.8,34.3
46.2,30002,50005,6.5,20.1,18.6,23.4,31.2
306.3,164350,50007,6.4,20.3,12.9,17.4,29.5
9.3,6177,50009,6.6,20.1,22.7,26.7,35.4
78.2,49536,50011,6.4,19.6,17.6,23.0,34.3
88.9,7276,50013,6.7,21.2,16.1,19.9,31.0
55.4,25401,50015,6.8,20.4,16.8,23.3,32.1
42.1,28951,50017,6.6,19.7,17.0,22.1,33.5
39.1,27133,50019,6.5,20.2,21.0,25.2,36.1
62.6,58210,50021,6.5,19.4,18.6,21.9,31.9
85.4,58698,50023,6.5,21.5,15.9,18.8,28.8
53.7,42164,50025,6.6,21.6,18.0,18.6,30.0
56.9,55114,50027,6.5,18.8,16.1,20.0,32.4
71.8,32256,51001,6.2,15.5,21.4,33.8,40.6
152.3,109785,51003,6.5,19.0,14.2,23.5,33.9
33.3,14848,51005,6.7,17.2,22.8,31.3,39.8
37.1,13195,51007,6.4,17.1,20.5,30.1,38.5
66.7,31605,51009,6.5,16.8,20.3,30.4,38.5
47.8,15957,51011,6.6,17.6,20.3,29.7,39.7
9125.0,237016,51013,5.9,18.0,8.7,18.3,30.9
78.4,75832,51015,6.7,17.8,19.9,29.5,36.9
7.9,4161,51017,6.6,16.4,22.6,32.5,40.8
104.3,79279,51019,6.7,18.1,17.7,26.7,35.9
17.6,6284,51021,6.7,18.7,20.9,28.3,38.8
61.9,33520,51023,6.8,17.9,17.2,25.8,35.7
28.6,16206,51025,6.1,15.0,23.1,35.3,43.5
41.6,20908,51027,6.8,15.8,28.4,37.0,42.2
29.7,17191,51029,6.2,16.1,23.3,34.0,42.2
108.9,54854,51031,6.6,15.9,20.2,28.9,37.8
58.5,30846,51033,6.3,17.1,19.3,29.3,40.1
62.9,29837,51035,6.7,16.9,22.9,32.2,40.7
38.1,6960,51036,6.2,15.6,22.4,32.4,44.1
25.0,11876,51037,6.4,15.9,24.7,34.7,42.2
838.0,354707,51041,6.5,15.9,14.6,26.6,36.5
83.4,14685,51043,6.6,18.1,16.7,25.3,34.9
15.6,5141,51045,6.8,18.5,18.6,25.9,37.7
139.3,52816,51047,6.4,16.6,17.3,28.6,38.9
33.4,9950,51049,6.3,15.7,21.6,32.6,40.8
43.2,14294,51051,6.7,17.0,25.8,35.6,40.6
56.7,28539,51053,6.3,17.1,21.4,31.3,40.5
42.7,10983,51057,6.3,14.7,22.2,35.6,43.1
2929.4,1145312,51059,5.7,14.0,10.5,20.7,37.4
110.6,71619,51061,6.4,18.3,14.7,24.0,36.7
41.5,15799,51063,6.7,17.2,20.2,28.3,38.9
95.8,27395,51065,6.6,17.2,16.2,23.4,35.4
81.4,56175,51067,6.6,17.2,20.8,30.1,38.4
217.5,89939,51069,6.6,16.8,16.6,25.9,36.0
47.2,16778,51071,6.7,17.7,20.9,28.4,38.1
171.9,37442,51073,6.5,17.7,17.8,27.2,37.6
85.2,23980,51075,6.5,17.7,15.4,23.7,36.1
35.1,15536,51077,6.6,16.6,23.8,33.5,39.7
127.3,19897,51079,6.5,17.5,18.5,27.7,38.0
38.6,11399,51081,5.9,15.8,23.4,35.0,44.9
41.4,33891,51083,6.3,16.1,22.0,32.9,39.8
231.4,108403,51085,6.5,19.3,15.6,22.6,35.2
1418.4,331469,51087,6.1,17.0,14.3,24.6,39.8
132.3,50586,51089,6.3,14.6,22.8,36.2,43.6
5.3,2195,51091,6.7,17.9,19.9,27.8,37.2
118.1,37270,51093,6.5,17.6,18.6,27.9,39.2
541.0,77062,51095,6.5,17.6,13.1,22.1,36.2
22.4,7053,51097,6.4,16.7,19.8,30.4,40.6
149.9,26931,51099,6.5,17.6,15.8,24.3,36.6
62.9,17242,51101,6.5,18.0,18.5,27.5,38.1
80.2,10685,51103,6.5,16.5,17.9,28.1,38.2
53.7,23367,51105,6.8,15.5,25.5,35.6,39.3
807.0,416080,51107,5.9,16.7,9.9,20.6,34.6
76.4,37902,51109,6.5,16.4,19.6,30.6,38.9
28.2,12163,51111,6.2,16.0,23.4,34.0,41.0
41.5,13318,51113,6.6,17.3,20.1,28.6,39.8
103.5,8891,51115,6.6,17.7,17.9,26.2,36.6
49.0,30670,51117,6.2,15.5,21.9,34.3,40.2
81.5,10626,51119,6.5,18.1,20.1,28.7,38.3
255.4,98852,51121,6.7,16.7,17.8,26.4,39.0
31.8,14980,51125,6.6,17.3,19.5,28.8,37.6
111.4,23370,51127,6.5,17.8,17.5,25.4,37.7
55.3,11705,51131,6.2,15.1,19.6,32.9,41.0
63.4,12119,51133,6.4,16.7,17.7,28.6,38.9
48.5,15250,51135,6.2,15.3,22.7,36.3,42.8
109.5,37319,51137,6.5,17.1,18.8,27.4,38.9
77.1,23971,51139,6.8,17.0,23.3,32.4,38.5
36.5,17650,51141,6.6,16.8,22.2,30.2,40.5
62.4,60415,51143,6.4,16.1,22.6,32.3,38.6
114.6,29810,51145,6.6,18.8,16.9,25.0,36.2
65.3,22858,51147,6.3,16.2,20.9,30.9,41.3
144.8,38389,51149,6.3,17.6,18.5,28.4,40.1
1399.9,470928,51153,5.8,15.8,13.3,26.6,41.3
106.6,34083,51155,6.7,17.8,20.8,29.6,39.7
27.6,7352,51157,6.6,17.8,16.6,26.0,36.7
47.5,9098,51159,6.2,16.6,21.3,34.0,42.2
377.1,94477,51161,6.6,18.2,15.6,25.8,35.4
37.9,22665,51163,6.7,17.4,20.3,28.0,39.1
96.9,82301,51165,6.6,17.9,18.1,28.6,36.3
56.0,26556,51167,6.8,16.4,25.4,33.9,39.2
40.2,21544,51169,6.8,16.2,22.7,31.4,38.4
86.0,43767,51171,6.5,17.1,18.9,29.4,37.7
66.8,30113,51173,6.7,16.2,23.9,31.2,38.0
29.4,17600,51175,6.3,16.6,20.1,31.5,42.1
341.1,136944,51177,6.3,16.3,15.9,27.7,38.3
572.0,153837,51179,6.3,16.7,13.4,24.1,36.3
23.0,6423,51181,6.2,15.7,20.7,32.7,42.2
22.8,11154,51183,5.9,16.2,22.1,34.4,43.5
78.1,40542,51185,6.7,17.0,23.4,31.6,40.1
189.0,40343,51187,6.6,17.7,19.4,28.0,39.9
96.2,53985,51191,6.6,17.0,20.4,30.2,38.5
79.0,18111,51193,6.4,16.4,19.9,30.9,38.5
92.6,37343,51195,6.7,16.0,25.5,36.7,42.9
62.3,28761,51197,6.8,17.0,21.4,31.0,37.5
652.1,68329,51199,6.5,17.5,13.8,23.2,37.7
10600.9,159299,51510,6.0,16.9,11.7,21.7,34.6
1285.9,16734,51520,6.7,15.9,22.3,32.1,40.0
955.9,6408,51530,6.7,15.5,25.4,34.6,40.1
4631.2,47416,51540,6.4,15.7,16.8,27.4,38.0
721.5,245878,51550,6.4,15.9,16.0,26.9,40.9
2328.9,17513,51570,6.5,16.0,18.3,28.8,39.0
1007.0,5507,51580,6.6,16.7,22.0,31.0,39.3
932.2,40024,51590,6.2,13.7,23.1,36.2,43.6
762.4,5256,51595,5.9,12.4,24.8,41.6,45.9
3883.8,24232,51600,5.9,16.7,11.0,23.2,34.7
7397.5,14786,51610,6.2,17.7,8.8,17.4,31.1
966.1,7928,51620,6.2,14.2,21.7,35.1,42.6
2784.3,29069,51630,6.3,16.0,16.4,27.5,39.2
776.0,6394,51640,6.5,14.6,24.1,37.4,40.3
2616.1,134502,51650,6.0,15.2,19.1,30.3,41.7
3046.8,53070,51660,6.2,14.7,18.2,32.9,38.7
2198.7,22599,51670,6.2,13.9,23.8,37.4,44.6
2977.7,7435,51678,6.6,16.5,19.3,29.3,38.9
1682.6,82661,51680,6.5,15.7,19.2,29.2,40.0
4167.9,41182,51683,5.8,15.7,14.8,29.1,37.7
6877.5,17426,51685,5.6,15.7,14.4,29.4,37.8
1156.4,12670,51690,6.2,14.5,21.7,34.7,44.0
2604.5,178968,51700,6.0,16.0,18.5,31.1,43.5
4478.8,242393,51710,6.1,17.6,18.8,28.5,39.3
533.8,3993,51720,6.7,16.4,22.2,32.4,40.0
1374.5,31520,51730,5.7,13.6,22.0,35.9,46.9
805.2,12333,51735,6.7,18.5,15.2,23.2,35.5
2798.0,94161,51740,6.0,14.7,20.6,33.1,45.5
1875.3,18512,51750,6.7,15.8,21.2,32.1,38.9
3855.5,230581,51760,6.1,17.7,17.8,29.5,38.6
2337.8,99499,51770,6.3,15.3,22.2,32.4,40.4
1765.3,25485,51775,6.7,17.2,18.0,26.3,37.7
1259.5,25159,51790,6.6,17.3,17.8,26.5,36.8
231.2,92505,51800,6.2,16.1,17.4,29.0,41.5
1806.4,449825,51810,6.4,19.3,15.6,23.1,38.8
1512.5,22747,51820,6.5,15.6,19.9,31.9,38.2
1655.2,14933,51830,6.5,15.6,15.6,25.8,38.9
3040.5,28072,51840,6.3,15.6,17.4,29.3,37.5
10.4,19951,53001,5.8,12.2,16.7,33.3,33.3
35.6,22661,53003,6.8,16.7,18.8,21.0,33.3
120.9,205544,53005,6.4,15.0,14.5,23.5,33.3
26.6,77560,53007,6.3,15.2,15.3,22.4,29.5
44.8,77895,53009,6.6,16.7,16.6,21.2,34.9
780.9,491178,53011,6.6,13.9,12.9,18.1,32.4
4.6,3994,53013,6.7,17.1,17.8,21.7,31.9
97.8,111506,53015,6.6,15.0,19.8,22.2,37.1
24.0,43661,53017,6.2,16.3,15.9,23.9,33.8
3.5,7654,53019,6.8,16.2,22.1,23.7,37.3
77.0,95621,53021,5.7,14.1,15.4,26.1,35.1
3.1,2230,53023,6.7,16.9,15.7,21.7,33.9
36.6,97947,53025,6.1,14.2,17.3,28.9,32.3
39.8,75631,53027,6.7,17.3,19.0,22.7,36.0
411.0,85674,53029,6.5,17.7,14.3,18.5,34.0
18.0,32497,53031,6.7,16.5,14.4,16.3,29.9
1065.0,2253103,53033,6.3,17.3,10.0,16.4,30.3
690.8,272826,53035,6.6,15.7,14.7,18.6,33.6
21.0,48272,53037,6.7,16.8,16.0,20.0,31.6
12.1,22577,53039,6.6,16.3,16.7,22.0,29.9
33.8,81237,53041,6.6,15.0,18.6,21.9,32.7
4.8,11025,53043,6.6,16.2,17.2,21.8,33.2
70.2,67320,53045,6.6,17.0,18.5,23.9,34.6
8.0,42267,53047,6.4,15.3,19.6,24.4,34.4
24.3,22618,53049,6.6,16.2,17.9,23.3,33.8
9.9,13832,53051,6.8,16.8,18.4,21.6,34.5
544.2,908629,53053,6.5,17.4,16.7,20.2,36.1
102.1,17750,53055,6.7,17.3,12.1,15.7,29.1
75.1,129990,53057,6.4,16.2,16.1,20.3,32.7
7.3,12148,53059,6.6,17.2,17.1,21.9,34.2
395.6,825706,53061,6.3,15.5,13.8,19.2,33.9
298.4,526261,53063,6.8,15.8,16.1,20.1,32.2
18.6,46019,53065,6.8,15.9,18.7,21.9,35.9
405.4,292672,53067,6.6,15.8,13.8,17.8,31.4
17.2,4537,53069,6.8,16.8,17.1,21.5,33.6
48.1,61044,53071,6.4,16.1,14.4,22.1,32.8
109.6,230843,53073,6.7,16.9,15.5,19.1,29.2
23.3,50295,53075,6.7,16.7,14.4,20.3,29.5
58.5,251228,53077,5.9,13.1,16.4,28.6,33.7
48.3,16467,54001,6.8,13.3,25.4,33.1,45.1
373.4,119919,54003,6.6,15.2,22.4,30.1,41.7
42.6,21373,54005,6.8,14.0,28.1,37.2,47.6
27.3,13960,54007,6.8,13.3,26.9,35.8,41.2
246.5,21990,54009,6.8,14.8,23.7,30.6,42.1
326.8,91844,54011,6.6,15.0,23.7,29.8,42.7
25.5,7115,54013,6.7,13.5,28.6,36.5,44.0
24.9,8500,54015,6.8,13.3,30.0,36.5,43.7
26.3,8400,54017,6.7,14.7,25.6,31.6,42.7
64.0,42371,54019,6.7,13.9,28.0,36.8,45.6
23.2,7855,54021,6.6,14.6,24.2,32.7,44.8
24.3,11594,54023,6.7,14.6,25.9,33.6,43.2
34.0,34680,54025,6.8,13.6,24.7,31.3,44.9
36.3,23220,54027,6.8,14.7,26.0,33.3,42.2
349.0,28829,54029,6.7,14.5,24.8,31.4,43.1
23.7,13774,54031,6.6,14.0,24.2,33.6,44.5
161.8,67306,54033,6.8,14.2,23.6,31.6,42.0
61.6,28601,54035,6.8,14.6,24.3,29.9,43.3
